Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57
1,851.25,11.35

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 3,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 1,Collisions: 17
agent_id,Distance,Time
38,783.46,10.35
39,852.91,13.12
40,717.64,10.92
41,955.26,16.17
42,1080.89,16.68
43,415.0,5.53
44,1271.83,25.32
45,271.13,4.73
46,637.07,8.25
47,330.56,3.97
48,683.09,9.03
49,1006.63,19.3
50,1393.4,27.55
51,611.25,8.15
52,759.4,9.93
53,589.04,8.7
54,502.2,7.75
55,860.22,16.62
56,388.24,6.68
57,1480.35,21.43
58,1311.92,23.93
59,406.94,6.35
60,822.43,13.68
61,1118.42,20.48

Pos : 1,Iter : 26,Collisions: 3
agent_id,Distance,Time
0,881.62,14.7
1,899.97,12.93
2,960.19,14.68
3,1038.96,18.27
4,1309.8,18.82
5,1168.88,21.9
6,1042.4,14.62
7,1081.06,23.18
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,1213.64,26.9
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1208.9,16.27
16,1078.95,17.12
17,937.86,20.17
18,1141.39,23.92
19,415.0,5.53
20,876.99,11.63
21,1013.44,18.67
22,1032.44,14.97
23,816.83,15.83
24,444.66,5.77
25,1301.09,17.42
26,1188.12,17.6
27,713.34,12.27
28,989.53,12.3
29,1187.98,16.45
30,971.09,15.6
31,1214.23,17.4
32,293.17,4.08
33,347.65,4.63
34,714.83,13.17
35,626.39,7.52
36,554.11,10.97
37,786.35,13.23
38,783.46,10.35
39,853.1,13.75
40,717.64,10.92
41,955.26,16.17
42,1081.46,17.18
43,415.0,5.53
44,1271.83,25.32
45,271.13,4.73
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1009.08,15.62
50,1395.68,21.52
51,611.25,8.15
52,759.4,9.93
53,589.13,8.78
54,502.2,7.75
55,860.22,16.62
56,388.24,6.68
57,1479.5,20.23
58,1312.4,23.08
59,405.98,5.67
60,822.43,13.68
61,1117.86,20.37

Pos : 1,Iter : 27,Collisions: 3
agent_id,Distance,Time
0,880.36,14.6
1,900.69,12.88
2,960.29,19.12
3,1039.22,19.12
4,1309.9,18.45
5,1471.0,22.3
6,1042.79,14.62
7,1081.06,23.18
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,1213.77,20.88
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1208.9,21.27
16,1078.11,18.3
17,937.56,14.13
18,1143.4,23.87
19,415.0,5.53
20,875.6,11.62
21,1012.37,19.25
22,1032.44,14.97
23,817.05,15.58
24,444.66,5.77
25,1299.91,21.9
26,1188.12,17.6
27,714.43,11.9
28,989.21,12.52
29,1187.98,16.45
30,775.79,13.0
31,1215.19,21.9
32,293.17,4.08
33,347.65,4.63
34,715.02,13.07
35,626.39,7.52
36,1086.23,19.0
37,786.35,13.23
38,783.46,10.35
39,852.91,13.18
40,717.64,10.92
41,955.07,16.13
42,1383.17,22.73
43,415.0,5.53
44,1271.83,25.32
45,270.55,4.83
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1008.23,16.02
50,1697.99,26.25
51,611.25,8.15
52,759.4,9.93
53,589.52,8.78
54,502.2,7.75
55,860.22,16.62
56,388.24,6.68
57,1480.14,20.47
58,1311.65,19.33
59,405.98,5.67
60,1425.05,21.32
61,1116.7,21.58

Pos : 1,Iter : 28,Collisions: 10
agent_id,Distance,Time
0,881.55,15.23
1,900.26,12.88
2,959.85,25.1
3,1039.39,24.08
4,1309.71,18.42
5,1168.57,21.82
6,1042.79,14.62
7,1081.06,23.18
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,921.27,22.55
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1210.18,23.2
16,1989.39,32.12
17,937.99,14.13
18,1143.4,28.87
19,415.0,5.53
20,876.99,11.63
21,1012.92,24.87
22,1032.44,14.97
23,816.31,15.57
24,444.66,5.77
25,1299.91,21.9
26,1188.12,17.6
27,714.43,11.9
28,989.21,12.52
29,1187.98,16.45
30,775.79,13.0
31,1215.58,16.77
32,293.17,4.08
33,347.65,4.63
34,715.79,13.07
35,626.39,7.52
36,1088.26,25.25
37,786.35,13.23
38,783.46,10.35
39,852.91,13.18
40,717.64,10.92
41,954.88,21.1
42,1080.61,21.82
43,415.0,5.53
44,1271.83,25.32
45,270.55,4.83
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1309.27,25.1
50,1393.34,28.1
51,611.25,8.15
52,759.4,9.93
53,589.13,8.78
54,502.2,7.75
55,860.22,16.62
56,388.24,6.68
57,1481.02,20.93
58,1311.73,23.95
59,405.98,5.67
60,1424.61,26.08
61,1118.3,20.83

Pos : 1,Iter : 29,Collisions: 12
agent_id,Distance,Time
0,880.48,20.6
1,1201.7,28.05
2,960.21,18.55
3,1342.79,18.35
4,1310.0,18.4
5,1472.04,27.32
6,1042.79,14.62
7,1080.27,23.78
8,442.21,8.03
9,599.68,7.42
10,300.46,5.5
11,909.83,23.22
12,40.28,0.48
13,775.75,11.35
14,464.21,5.88
15,1212.55,20.1
16,1729.31,33.12
17,1594.45,23.12
18,838.39,17.18
19,415.0,5.53
20,875.6,11.62
21,1318.65,20.6
22,1032.61,14.75
23,1416.51,26.07
24,444.66,5.77
25,1300.61,18.48
26,1188.17,18.3
27,712.22,13.87
28,989.1,17.3
29,1443.54,27.52
30,971.5,14.83
31,1215.58,16.77
32,293.17,4.08
33,347.65,4.63
34,714.93,13.05
35,626.39,7.52
36,554.6,11.87
37,786.19,12.02
38,784.1,10.58
39,1649.42,30.48
40,718.05,10.92
41,955.66,20.82
42,1080.52,18.98
43,415.0,5.53
44,1271.64,25.92
45,270.55,4.83
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1008.76,16.17
50,1622.43,28.43
51,611.25,8.15
52,759.4,9.93
53,707.02,15.97
54,502.2,7.75
55,860.43,17.22
56,388.24,6.68
57,1480.14,20.47
58,1310.72,24.93
59,405.56,4.87
60,1123.81,24.0
61,1314.52,27.0

Pos : 1,Iter : 30,Collisions: 21
agent_id,Distance,Time
0,1487.14,29.3
1,900.52,18.28
2,960.67,19.52
3,1842.45,33.02
4,1309.62,23.8
5,1169.36,27.18
6,1042.69,15.0
7,1080.27,23.78
8,442.21,8.03
9,599.68,7.42
10,300.08,5.5
11,1817.39,31.72
12,40.28,0.48
13,775.75,11.35
14,464.21,5.88
15,2134.02,31.48
16,1080.3,22.28
17,937.26,19.57
18,838.65,21.92
19,415.0,5.53
20,876.99,11.63
21,1012.62,23.53
22,1032.54,21.13
23,815.87,15.35
24,444.66,5.77
25,1302.39,24.53
26,1188.17,18.3
27,712.38,13.92
28,989.74,18.53
29,1189.87,22.58
30,969.98,22.22
31,1215.19,21.77
32,293.17,4.08
33,347.65,4.63
34,715.6,22.1
35,626.39,7.52
36,1122.42,25.28
37,786.19,12.02
38,784.1,15.58
39,1262.17,22.32
40,718.05,10.92
41,954.63,22.18
42,1454.48,22.27
43,415.0,5.53
44,1271.64,25.92
45,271.13,4.73
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1006.5,16.58
50,1395.22,22.87
51,611.25,8.15
52,759.4,9.93
53,589.19,9.47
54,502.2,7.75
55,860.43,17.22
56,388.24,6.68
57,1480.14,25.4
58,1009.81,18.77
59,406.94,6.35
60,1425.7,27.05
61,1119.17,19.22

Pos : 1,Iter : 31,Collisions: 16
agent_id,Distance,Time
0,1185.19,24.27
1,900.11,16.35
2,960.58,15.57
3,1343.07,24.1
4,1309.7,29.95
5,1397.53,29.3
6,1042.79,20.1
7,1080.27,23.78
8,441.57,8.17
9,600.64,7.3
10,299.89,5.53
11,911.09,26.68
12,40.28,0.48
13,775.86,11.8
14,464.21,5.88
15,1486.87,31.0
16,1379.26,23.93
17,937.21,19.15
18,838.55,16.82
19,415.0,5.53
20,875.64,10.6
21,1316.05,22.35
22,1031.96,13.75
23,1418.08,22.48
24,444.44,5.33
25,1300.61,18.48
26,1187.79,23.3
27,712.82,14.85
28,990.33,17.63
29,1569.34,31.08
30,971.03,26.17
31,1214.18,24.38
32,293.17,4.08
33,347.65,4.63
34,717.48,16.93
35,626.39,7.52
36,1065.62,22.77
37,786.19,12.02
38,785.26,18.1
39,1452.26,18.05
40,718.05,10.92
41,652.37,10.78
42,1082.69,16.87
43,415.0,5.53
44,1271.64,25.92
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.03
49,1306.76,17.02
50,1770.79,28.75
51,611.25,8.15
52,760.3,16.62
53,588.55,14.83
54,502.2,7.75
55,860.43,17.22
56,387.54,6.95
57,1481.1,22.02
58,1009.09,20.58
59,406.94,6.35
60,1045.24,18.3
61,1119.02,18.38

Pos : 1,Iter : 32,Collisions: 17
agent_id,Distance,Time
0,881.8,18.72
1,899.15,16.07
2,960.67,19.92
3,1475.1,21.73
4,1613.65,23.0
5,1169.4,27.73
6,1042.49,21.02
7,1080.39,23.8
8,442.21,8.03
9,600.64,7.3
10,300.58,10.1
11,1368.07,28.85
12,40.28,0.48
13,774.4,19.5
14,463.89,5.57
15,1209.7,23.65
16,1077.8,18.38
17,1539.15,22.13
18,839.15,19.95
19,415.0,5.53
20,876.28,11.1
21,1318.81,20.6
22,1031.85,21.32
23,1255.44,24.02
24,444.44,5.33
25,1300.61,23.48
26,1188.17,18.3
27,1014.83,23.77
28,1292.63,19.53
29,1188.76,20.7
30,669.75,16.18
31,913.67,12.6
32,293.17,4.08
33,347.65,4.63
34,906.13,20.93
35,626.39,7.52
36,926.75,21.93
37,786.39,12.17
38,1065.36,17.37
39,851.5,15.83
40,716.89,11.25
41,652.15,11.55
42,1082.83,17.38
43,415.0,5.53
44,1272.08,25.93
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.03
49,1306.76,22.02
50,1730.08,30.67
51,611.25,8.15
52,758.12,9.33
53,589.23,13.93
54,502.2,7.75
55,860.87,17.23
56,388.24,6.68
57,1483.04,23.47
58,1399.44,23.17
59,406.94,6.35
60,1425.04,21.25
61,1118.88,18.5

Pos : 1,Iter : 33,Collisions: 6
agent_id,Distance,Time
0,1182.79,22.28
1,899.47,11.72
2,960.19,15.03
3,1344.27,24.22
4,1780.11,30.93
5,867.98,12.32
6,1042.39,16.1
7,1080.2,23.83
8,442.21,8.03
9,600.64,7.3
10,300.1,4.68
11,909.86,17.83
12,40.28,0.48
13,775.79,11.78
14,463.89,5.57
15,1209.71,26.62
16,1077.99,18.35
17,938.4,14.03
18,838.98,16.63
19,415.0,5.53
20,878.04,11.62
21,1013.13,19.15
22,1031.57,14.12
23,814.91,16.2
24,444.44,5.33
25,1300.61,18.48
26,1188.17,18.3
27,712.15,13.73
28,1292.74,19.15
29,1188.36,20.6
30,669.97,15.63
31,1213.29,18.08
32,293.17,4.08
33,347.65,4.63
34,717.01,16.58
35,626.39,7.52
36,553.3,15.93
37,786.67,12.37
38,784.85,11.5
39,851.18,11.72
40,718.17,10.75
41,652.95,11.43
42,1080.23,25.57
43,415.0,5.53
44,1272.15,25.97
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.03
49,1307.06,17.0
50,1393.65,28.68
51,611.25,8.15
52,758.12,9.33
53,889.7,14.32
54,502.2,7.75
55,860.94,17.27
56,388.24,6.68
57,1482.04,22.17
58,1399.29,22.27
59,406.94,6.35
60,823.24,16.17
61,1118.87,18.97

Pos : 1,Iter : 34,Collisions: 6
agent_id,Distance,Time
0,881.27,15.42
1,1202.62,22.33
2,959.15,15.42
3,1341.61,20.95
4,1309.47,19.37
5,868.85,11.8
6,1043.56,15.15
7,1080.23,24.05
8,442.69,12.35
9,600.64,7.3
10,300.1,4.68
11,912.12,13.57
12,40.28,0.48
13,775.76,11.62
14,463.89,5.57
15,908.24,13.37
16,1078.28,19.53
17,936.54,17.97
18,839.4,15.75
19,415.0,5.53
20,875.21,10.6
21,1014.15,17.95
22,1030.98,18.23
23,815.54,15.02
24,444.44,5.33
25,1301.15,18.57
26,1188.17,18.3
27,712.37,15.83
28,989.1,12.77
29,1189.12,17.2
30,669.2,10.43
31,1215.25,18.58
32,293.17,4.08
33,347.65,4.63
34,718.17,20.28
35,626.39,7.52
36,553.12,13.92
37,786.67,12.37
38,784.43,12.18
39,851.27,10.83
40,718.17,10.75
41,654.23,14.47
42,1083.61,21.7
43,415.0,5.53
44,1272.43,26.18
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.76,8.93
49,425.45,9.0
50,1392.44,21.72
51,611.25,8.15
52,758.12,9.33
53,589.7,9.37
54,502.2,7.75
55,861.22,17.48
56,651.51,17.13
57,1482.6,23.18
58,1008.7,14.97
59,406.15,6.52
60,1100.13,23.22
61,1217.65,22.55

Pos : 1,Iter : 35,Collisions: 8
agent_id,Distance,Time
0,1183.66,19.8
1,899.43,12.1
2,957.03,16.38
3,1342.77,25.15
4,1398.88,27.85
5,868.94,12.28
6,1043.27,14.9
7,1080.36,24.05
8,742.62,15.0
9,600.64,7.3
10,300.1,4.68
11,911.5,15.08
12,40.28,0.48
13,776.18,11.92
14,463.89,5.57
15,908.13,13.35
16,1077.99,18.35
17,936.54,17.97
18,838.92,19.07
19,415.0,5.53
20,875.64,10.6
21,1013.73,22.83
22,1034.68,21.47
23,1393.78,22.0
24,444.44,5.33
25,1300.61,18.48
26,1188.08,18.42
27,712.42,16.68
28,1293.81,19.72
29,1187.99,22.55
30,670.16,15.2
31,1215.22,17.72
32,293.17,4.08
33,347.65,4.63
34,714.28,16.43
35,626.39,7.52
36,553.11,16.88
37,786.67,12.37
38,783.46,12.63
39,874.56,16.57
40,718.17,10.75
41,654.42,9.3
42,1082.94,20.78
43,415.0,5.53
44,1272.43,26.18
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.76,8.93
49,1307.67,18.08
50,1395.88,26.43
51,611.25,8.15
52,758.97,9.47
53,887.81,18.45
54,502.2,7.75
55,861.22,17.48
56,687.3,17.88
57,1481.83,22.33
58,1399.77,22.82
59,406.15,6.52
60,822.49,11.1
61,1356.99,30.03

Pos : 1,Iter : 36,Collisions: 22
agent_id,Distance,Time
0,1183.73,29.07
1,900.11,18.13
2,958.98,15.67
3,1679.84,31.47
4,1309.78,19.78
5,868.75,11.58
6,1249.81,20.07
7,1080.2,23.83
8,744.86,10.73
9,600.08,7.53
10,300.1,4.68
11,910.38,20.07
12,40.28,0.48
13,775.9,11.9
14,463.89,5.57
15,910.2,18.82
16,1682.92,26.5
17,654.53,18.85
18,840.87,21.83
19,415.0,5.53
20,875.14,11.4
21,1314.73,23.25
22,1015.01,21.18
23,1418.82,28.95
24,444.44,5.33
25,1300.61,23.48
26,1186.64,19.1
27,712.7,19.1
28,1597.49,26.4
29,1681.74,38.65
30,669.29,20.18
31,1213.53,17.6
32,293.17,4.08
33,347.65,4.63
34,985.62,30.05
35,626.39,7.52
36,1065.9,34.68
37,786.67,12.37
38,784.87,17.32
39,915.83,18.12
40,718.17,10.75
41,652.79,15.22
42,1082.42,17.98
43,415.0,5.53
44,1272.15,25.97
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.2
49,1306.95,17.72
50,1696.07,39.47
51,611.25,8.15
52,758.12,14.67
53,888.42,25.48
54,502.2,7.75
55,860.94,17.27
56,687.61,9.4
57,1481.1,22.02
58,1700.03,29.28
59,406.12,6.43
60,823.65,13.12
61,1119.44,22.98

Pos : 1,Iter : 37,Collisions: 6
agent_id,Distance,Time
0,1183.3,25.03
1,899.48,12.5
2,959.56,15.37
3,1593.92,27.55
4,1364.83,21.2
5,868.75,11.58
6,1041.11,17.15
7,1079.98,23.72
8,743.64,10.93
9,600.08,7.53
10,300.83,5.45
11,909.49,20.43
12,40.28,0.48
13,773.11,13.27
14,463.89,5.57
15,909.59,17.17
16,1076.65,19.12
17,937.18,17.45
18,839.81,23.02
19,415.0,5.53
20,875.36,11.4
21,1013.36,18.43
22,733.13,12.9
23,814.71,15.63
24,444.44,5.33
25,1300.61,23.48
26,1187.69,18.55
27,712.51,13.87
28,989.1,12.77
29,1188.71,22.73
30,668.52,10.45
31,1214.04,23.33
32,293.17,4.08
33,347.65,4.63
34,683.63,17.8
35,626.39,7.52
36,860.88,20.63
37,786.38,11.78
38,784.85,11.5
39,851.16,12.15
40,718.14,11.05
41,653.85,9.73
42,1081.39,17.75
43,415.0,5.53
44,1272.08,25.85
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.2
49,1006.22,14.6
50,1394.59,20.77
51,611.25,8.15
52,760.82,13.67
53,889.7,15.98
54,502.2,7.75
55,860.87,17.15
56,687.61,9.4
57,1481.1,22.02
58,1009.17,15.17
59,406.12,6.43
60,822.05,12.4
61,1118.28,17.98

Pos : 1,Iter : 38,Collisions: 8
agent_id,Distance,Time
0,1184.38,19.7
1,899.61,12.37
2,957.99,15.87
3,1342.83,27.55
4,1366.34,19.93
5,868.08,12.2
6,1041.11,17.15
7,1079.98,23.72
8,744.0,10.92
9,600.08,7.53
10,300.83,5.45
11,910.74,15.95
12,40.28,0.48
13,773.68,13.37
14,463.89,5.57
15,909.59,22.7
16,1077.22,18.35
17,636.32,13.65
18,839.02,24.53
19,415.0,5.53
20,875.14,11.4
21,1012.79,18.75
22,733.07,12.95
23,815.13,15.15
24,444.44,5.33
25,1302.13,25.72
26,1186.35,20.27
27,711.88,14.15
28,989.1,12.77
29,1188.56,21.82
30,668.78,11.02
31,1212.04,24.6
32,293.17,4.08
33,347.65,4.63
34,715.41,16.62
35,626.39,7.52
36,953.43,20.95
37,786.38,11.78
38,784.85,11.5
39,851.58,12.4
40,718.14,11.05
41,653.85,9.73
42,1081.09,22.73
43,415.0,5.53
44,1272.08,25.85
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,683.55,9.2
49,1005.97,14.07
50,1396.04,26.37
51,611.25,8.15
52,760.82,13.67
53,889.39,16.0
54,502.2,7.75
55,860.87,17.15
56,687.61,9.4
57,1481.1,22.02
58,1009.29,15.12
59,406.12,6.43
60,822.08,12.73
61,1119.25,17.88

Pos : 1,Iter : 39,Collisions: 17
agent_id,Distance,Time
0,1487.53,27.73
1,899.32,12.4
2,957.73,20.65
3,1039.93,23.02
4,1851.76,27.78
5,1170.98,22.13
6,1041.11,17.15
7,1080.8,25.22
8,744.0,10.92
9,600.64,7.3
10,300.83,5.45
11,1212.42,21.63
12,40.28,0.48
13,773.11,13.33
14,463.89,5.57
15,907.77,16.08
16,1427.84,32.17
17,635.47,13.32
18,839.44,19.35
19,415.0,5.53
20,875.64,10.6
21,1014.79,22.7
22,733.52,12.95
23,816.49,19.8
24,444.44,5.33
25,1300.74,23.88
26,1187.89,23.32
27,712.71,14.07
28,1292.41,29.82
29,1189.31,21.87
30,667.79,15.63
31,1214.0,30.25
32,293.17,4.08
33,347.65,4.63
34,715.26,16.02
35,626.39,7.52
36,1156.28,23.25
37,786.63,11.38
38,783.46,10.35
39,851.27,10.83
40,718.52,16.05
41,653.85,9.73
42,1083.27,21.83
43,415.0,5.53
44,1270.22,28.75
45,271.25,4.62
46,636.11,7.63
47,631.2,10.2
48,684.51,9.73
49,1006.4,14.07
50,1392.1,23.82
51,611.25,8.15
52,760.82,13.67
53,889.36,15.92
54,502.2,7.75
55,861.04,22.35
56,687.61,9.4
57,1512.92,30.02
58,1009.27,27.18
59,406.12,6.43
60,822.87,13.38
61,1118.57,17.9

Pos : 1,Iter : 40,Collisions: 12
agent_id,Distance,Time
0,1184.53,20.33
1,899.61,12.37
2,957.99,15.75
3,1594.23,28.47
4,1366.82,29.15
5,1170.22,21.55
6,1041.11,17.15
7,1081.24,26.1
8,744.0,10.92
9,600.64,7.3
10,300.83,5.45
11,1212.58,26.63
12,40.28,0.48
13,772.63,13.05
14,463.89,5.57
15,906.94,16.48
16,1077.4,19.58
17,635.47,13.32
18,838.52,29.52
19,415.0,5.53
20,875.21,10.6
21,1014.24,19.22
22,733.07,12.95
23,815.0,15.47
24,444.44,5.33
25,1603.98,25.17
26,1188.74,22.6
27,713.47,13.7
28,990.06,12.98
29,1188.56,21.82
30,668.78,11.02
31,1214.75,29.18
32,293.17,4.08
33,347.65,4.63
34,684.37,18.48
35,626.39,7.52
36,1760.12,30.47
37,786.65,12.52
38,785.7,12.17
39,851.27,10.83
40,716.99,21.05
41,653.85,9.73
42,1120.79,22.35
43,415.0,5.53
44,1273.42,28.23
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,684.62,9.62
49,1006.4,14.07
50,1393.92,28.0
51,611.25,8.15
52,760.82,13.67
53,889.07,15.97
54,502.33,8.0
55,857.87,13.33
56,687.61,9.4
57,1481.98,22.03
58,1008.6,15.02
59,405.59,5.82
60,823.84,12.63
61,1117.42,23.1

Pos : 1,Iter : 41,Collisions: 12
agent_id,Distance,Time
0,1924.65,36.2
1,899.45,11.62
2,958.95,20.45
3,1039.77,22.15
4,1668.4,25.75
5,867.79,12.37
6,1042.35,16.67
7,1674.38,29.83
8,744.0,10.92
9,600.64,7.3
10,300.58,4.7
11,910.74,20.95
12,40.28,0.48
13,772.6,12.78
14,463.89,5.57
15,907.77,16.08
16,1077.79,24.45
17,635.47,13.32
18,839.23,18.83
19,415.0,5.53
20,875.64,10.6
21,1014.07,23.27
22,733.71,13.38
23,815.99,15.02
24,444.44,5.33
25,1300.26,24.72
26,1186.12,17.5
27,711.66,13.82
28,989.1,12.77
29,1189.31,22.33
30,668.44,11.72
31,911.15,13.8
32,293.17,4.08
33,348.08,4.77
34,1017.15,31.17
35,626.71,7.97
36,552.55,16.22
37,786.49,12.42
38,784.85,11.5
39,851.27,10.83
40,718.27,10.17
41,653.85,9.73
42,1082.4,22.2
43,415.0,5.53
44,1315.71,26.67
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,685.04,9.88
49,1006.4,14.07
50,1396.04,21.37
51,611.25,8.15
52,759.76,11.95
53,888.94,16.35
54,501.93,9.03
55,859.27,13.23
56,687.61,9.4
57,1993.97,36.45
58,1008.9,14.97
59,406.12,6.17
60,823.72,13.53
61,1117.9,17.85

Pos : 1,Iter : 42,Collisions: 8
agent_id,Distance,Time
0,1310.34,20.08
1,900.32,11.12
2,957.13,15.53
3,1040.2,20.72
4,1613.33,28.12
5,867.13,12.35
6,1042.16,16.7
7,1080.81,25.2
8,744.71,10.42
9,600.64,7.3
10,300.58,4.7
11,912.79,18.08
12,40.28,0.48
13,773.09,12.93
14,463.89,5.57
15,908.85,12.07
16,1077.89,19.47
17,1392.88,24.62
18,838.68,20.75
19,415.0,5.53
20,875.21,10.6
21,1014.11,22.37
22,959.36,19.5
23,1694.55,25.62
24,444.44,5.33
25,1300.58,20.03
26,1187.18,17.42
27,712.87,13.82
28,1292.86,19.32
29,1188.25,21.4
30,669.82,15.28
31,910.77,13.8
32,293.17,4.08
33,348.08,4.77
34,714.15,16.7
35,626.28,7.97
36,553.15,16.52
37,786.49,12.42
38,784.85,11.5
39,874.56,16.57
40,718.27,10.17
41,653.85,9.73
42,780.44,16.75
43,415.0,5.53
44,1274.23,27.33
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,684.29,8.48
49,1308.87,17.75
50,1395.86,20.97
51,611.25,8.15
52,759.55,11.92
53,890.04,19.42
54,501.93,9.03
55,859.27,13.23
56,688.25,10.17
57,1480.87,23.53
58,1400.19,22.18
59,406.23,6.18
60,823.98,13.67
61,1118.86,17.82

Pos : 1,Iter : 43,Collisions: 12
agent_id,Distance,Time
0,1310.34,20.08
1,900.32,11.12
2,957.86,21.1
3,1040.45,20.68
4,1613.33,28.12
5,867.13,12.35
6,1041.77,16.82
7,1082.64,24.42
8,744.71,10.42
9,600.64,7.3
10,300.58,4.7
11,912.4,18.82
12,40.28,0.48
13,773.18,12.88
14,463.89,5.57
15,908.85,12.07
16,1078.01,23.4
17,636.54,19.37
18,838.92,20.72
19,415.0,5.53
20,875.64,10.6
21,1013.25,22.35
22,1258.99,20.85
23,1694.72,26.67
24,444.44,5.33
25,1300.41,24.93
26,1187.8,17.18
27,712.66,13.67
28,1292.19,19.93
29,1188.25,21.4
30,669.82,15.28
31,910.77,13.8
32,293.17,4.08
33,348.61,5.05
34,714.97,21.93
35,626.6,7.82
36,553.11,16.65
37,786.27,12.35
38,784.85,11.5
39,874.56,16.57
40,718.27,10.17
41,653.85,9.73
42,780.44,16.75
43,415.0,5.53
44,1548.01,25.37
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,684.62,8.53
49,1309.15,24.42
50,1396.17,21.22
51,611.25,8.15
52,759.21,11.88
53,890.04,19.42
54,502.18,8.45
55,858.62,12.78
56,688.25,10.17
57,1482.85,23.45
58,1398.97,23.23
59,406.23,6.18
60,823.56,14.17
61,1118.86,17.88

Pos : 1,Iter : 44,Collisions: 8
agent_id,Distance,Time
0,1185.42,17.73
1,900.86,12.22
2,956.68,16.55
3,1039.09,20.12
4,1645.08,22.93
5,868.17,12.35
6,1041.97,16.82
7,1082.97,19.02
8,744.21,12.08
9,600.64,7.3
10,300.58,4.7
11,912.5,18.88
12,40.28,0.48
13,772.99,12.92
14,464.42,5.92
15,908.65,17.27
16,1077.58,23.78
17,636.54,14.37
18,837.98,20.28
19,415.0,5.53
20,875.21,10.6
21,1014.58,22.7
22,731.08,10.9
23,815.74,15.15
24,444.44,5.33
25,1300.48,19.37
26,1188.0,17.18
27,712.88,13.78
28,990.08,13.23
29,1188.24,21.5
30,668.74,11.17
31,911.25,13.82
32,293.17,4.08
33,348.61,5.05
34,714.88,16.7
35,626.18,7.82
36,553.93,15.73
37,787.52,17.68
38,784.85,11.5
39,851.27,10.83
40,718.65,10.37
41,653.85,9.73
42,778.9,17.15
43,415.0,5.53
44,1271.43,18.48
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,685.04,8.53
49,1007.87,20.03
50,1394.54,20.08
51,611.25,8.15
52,759.43,11.88
53,890.62,14.77
54,502.48,8.1
55,857.57,18.82
56,687.61,9.4
57,1483.32,23.43
58,1008.33,16.33
59,405.91,6.27
60,824.31,13.58
61,1118.96,17.83

Pos : 1,Iter : 45,Collisions: 26
agent_id,Distance,Time
0,1186.75,21.53
1,900.33,12.53
2,1339.19,26.68
3,1343.52,25.48
4,1613.47,25.0
5,867.4,17.02
6,1042.58,17.4
7,1414.97,30.97
8,744.33,11.53
9,600.64,7.3
10,300.58,4.7
11,1215.88,22.52
12,40.28,0.48
13,774.68,18.37
14,464.85,5.92
15,909.49,17.1
16,1380.45,27.9
17,637.71,14.88
18,1370.56,30.62
19,415.0,5.53
20,1177.16,14.73
21,1014.22,28.3
22,732.66,11.23
23,815.75,25.1
24,444.44,5.33
25,1299.89,24.43
26,1187.04,17.0
27,1283.98,28.18
28,989.37,24.97
29,1192.29,26.32
30,668.26,18.63
31,911.73,13.3
32,293.17,4.08
33,348.61,5.05
34,417.51,18.03
35,626.6,7.82
36,1153.02,27.4
37,786.12,18.92
38,784.85,11.5
39,851.59,10.82
40,718.65,10.37
41,653.75,9.78
42,780.44,16.75
43,415.0,5.53
44,1269.65,22.5
45,270.65,4.98
46,636.11,7.63
47,330.56,3.97
48,684.62,8.53
49,1321.77,18.57
50,1395.37,23.72
51,611.25,8.15
52,760.04,12.28
53,1051.85,25.33
54,502.49,8.37
55,856.53,16.58
56,599.16,11.07
57,1783.9,32.02
