Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57
1,851.25,11.35

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 3,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 1,Collisions: 17
agent_id,Distance,Time
22,732.29,17.52
23,813.03,22.52
24,445.19,5.72
25,1603.48,27.18
26,1187.38,19.13
27,1013.65,17.55
28,389.31,8.43
29,1187.82,14.5
30,972.47,19.07
31,912.6,12.38
32,294.13,4.38
33,347.65,4.63
34,413.49,9.7
35,626.39,7.52
36,853.08,16.08
37,485.64,6.88
38,783.35,10.6
39,864.04,16.03
40,716.23,10.82
41,955.3,20.35
42,779.15,14.22
43,415.0,5.53
44,1273.38,22.75
45,271.13,4.73
46,336.22,4.38
47,330.56,3.97
48,685.25,12.7
49,405.46,10.65
50,1393.93,25.7
51,609.8,9.02
52,458.53,6.3
53,587.35,16.6
54,503.63,7.57
55,857.26,12.4
56,387.18,5.87
57,1481.12,20.75
58,1009.67,24.1
59,405.98,5.67
60,823.99,13.78
61,1118.24,21.47

Pos : 1,Iter : 6,Collisions: 19
agent_id,Distance,Time
0,883.21,13.13
1,921.22,18.57
2,960.83,20.35
3,1340.13,24.42
4,1309.72,25.47
5,1215.8,19.77
6,1043.75,13.92
7,1080.48,20.62
8,442.4,7.82
9,607.99,7.72
10,813.34,24.73
11,945.88,25.13
12,40.28,0.48
13,776.33,17.57
14,463.89,5.57
15,1209.65,20.17
16,1078.03,22.47
17,936.09,19.82
18,841.3,18.08
19,415.0,5.53
20,1343.63,26.83
21,1015.45,26.57
22,733.73,18.13
23,812.71,21.55
24,444.44,5.33
25,1300.55,17.2
26,1187.96,23.3
27,1013.52,23.57
28,478.1,13.75
29,1187.82,14.5
30,972.08,19.0
31,912.6,12.38
32,293.27,4.37
33,347.65,4.63
34,414.27,7.77
35,626.39,7.52
36,853.55,20.25
37,485.64,6.88
38,783.35,10.6
39,1454.32,19.87
40,716.23,10.82
41,955.67,14.18
42,1327.98,26.27
43,415.0,5.53
44,1273.38,22.75
45,270.55,4.83
46,336.22,4.38
47,330.56,3.97
48,1087.26,17.42
49,1284.01,22.2
50,1394.74,31.6
51,608.46,8.6
52,459.39,7.17
53,648.81,11.9
54,503.63,7.57
55,856.73,11.98
56,387.18,5.87
57,1480.48,20.78
58,1312.03,26.02
59,406.66,6.07
60,1125.68,20.7
61,1119.0,25.78

Pos : 1,Iter : 7,Collisions: 21
agent_id,Distance,Time
0,883.21,13.13
1,1664.32,32.4
2,1372.75,33.42
3,1509.66,27.97
4,1326.63,23.9
5,868.36,12.9
6,1043.75,13.92
7,1080.45,20.4
8,442.4,7.82
9,607.56,7.72
10,1079.37,23.02
11,912.58,19.88
12,40.28,0.48
13,774.76,13.02
14,463.89,5.57
15,1210.32,18.33
16,1079.04,17.5
17,936.29,19.47
18,840.49,23.85
19,415.0,5.53
20,876.12,17.05
21,1015.15,22.8
22,1332.31,21.77
23,812.58,19.48
24,444.44,5.33
25,1299.72,23.27
26,1188.26,17.53
27,713.23,11.35
28,1275.33,29.67
29,1188.26,26.62
30,973.46,13.2
31,913.18,13.92
32,294.13,4.38
33,347.65,4.63
34,415.29,6.32
35,626.39,7.52
36,554.86,9.92
37,485.38,6.87
38,783.46,10.35
39,1454.86,26.25
40,716.11,11.07
41,955.95,14.43
42,780.59,12.82
43,415.0,5.53
44,1273.55,22.53
45,271.35,4.23
46,336.22,4.38
47,330.56,3.97
48,686.73,11.08
49,959.59,27.5
50,1395.73,27.0
51,610.19,8.63
52,458.43,6.42
53,678.1,16.75
54,504.17,7.58
55,858.23,14.22
56,387.18,5.87
57,1479.17,18.48
58,1010.98,19.07
59,406.84,5.73
60,963.68,21.75
61,1118.08,29.3

Pos : 1,Iter : 8,Collisions: 21
agent_id,Distance,Time
0,883.94,11.88
1,900.53,17.62
2,959.18,15.83
3,1041.33,21.63
4,1309.29,27.73
5,1170.86,24.87
6,1042.98,14.58
7,1080.45,20.4
8,442.4,7.48
9,607.99,7.72
10,601.86,19.42
11,1271.69,26.38
12,40.28,0.48
13,775.47,17.88
14,463.89,5.57
15,1486.53,28.9
16,1078.51,18.48
17,1510.83,28.13
18,1080.27,19.7
19,415.0,5.53
20,1177.59,15.67
21,1014.15,21.75
22,730.77,14.47
23,812.82,22.4
24,444.44,5.33
25,1299.79,18.5
26,1188.26,27.53
27,713.32,16.5
28,691.72,16.8
29,1188.77,21.5
30,972.02,13.55
31,912.6,12.38
32,293.27,4.37
33,347.65,4.63
34,415.29,6.32
35,626.39,7.52
36,555.4,14.87
37,485.38,6.87
38,783.46,10.35
39,1152.37,20.25
40,716.23,10.82
41,956.15,19.07
42,1083.11,23.7
43,415.0,5.53
44,1273.55,22.53
45,271.35,4.23
46,336.22,4.38
47,330.56,3.97
48,685.58,15.78
49,405.29,15.27
50,1390.88,28.83
51,608.27,9.03
52,458.43,6.28
53,733.33,12.22
54,503.63,7.57
55,858.44,14.58
56,387.18,5.87
57,1480.13,19.17
58,1312.03,18.55
59,406.05,6.48
60,823.19,19.08
61,1120.54,29.08

Pos : 1,Iter : 9,Collisions: 33
agent_id,Distance,Time
0,883.94,11.88
1,901.6,17.78
2,1263.67,28.2
3,1040.1,28.32
4,1469.47,31.87
5,865.76,19.52
6,1042.6,14.58
7,1080.74,20.78
8,442.4,7.48
9,600.11,7.55
10,994.5,25.65
11,1274.82,24.78
12,40.28,0.48
13,775.64,17.02
14,463.89,5.57
15,1211.14,22.6
16,1079.04,27.5
17,1210.09,19.5
18,1301.21,31.85
19,415.0,5.53
20,875.0,10.5
21,1014.37,28.4
22,1031.72,12.87
23,1392.58,26.97
24,444.44,5.33
25,1901.9,31.2
26,1188.26,17.53
27,1253.73,20.03
28,1290.15,26.48
29,1189.07,24.45
30,973.46,18.2
31,912.6,12.38
32,294.13,4.38
33,347.65,4.63
34,415.18,6.4
35,626.39,7.52
36,852.87,24.93
37,485.38,6.87
38,783.46,10.35
39,851.4,16.5
40,716.23,10.82
41,1027.84,29.37
42,778.92,20.57
43,415.0,5.53
44,1274.26,23.25
45,271.35,4.23
46,336.22,4.38
47,330.56,3.97
48,685.01,9.3
49,1468.58,33.05
50,1394.68,21.17
51,609.93,9.05
52,458.85,6.28
53,684.58,16.92
54,503.63,7.57
55,858.23,14.22
56,387.18,5.87
57,1480.02,19.22
58,1487.25,27.42
59,406.04,5.75
60,1124.93,26.17
61,1029.8,27.33

Pos : 1,Iter : 10,Collisions: 27
agent_id,Distance,Time
0,883.94,11.88
1,900.21,16.17
2,1028.91,27.03
3,1443.2,26.17
4,1437.17,33.2
5,867.21,17.32
6,1043.75,13.92
7,1080.72,20.92
8,442.4,7.48
9,607.99,7.72
10,1482.39,33.27
11,968.97,16.43
12,40.28,0.48
13,774.49,16.55
14,463.89,5.57
15,1315.17,28.97
16,1080.37,32.15
17,938.42,25.15
18,840.94,12.87
19,415.0,5.53
20,1176.96,16.52
21,1321.88,32.63
22,1031.28,12.83
23,813.57,23.73
24,444.44,5.33
25,1539.61,26.93
26,1489.46,23.25
27,1334.02,33.02
28,990.97,17.62
29,1491.95,24.48
30,972.4,13.68
31,912.98,17.92
32,293.27,4.37
33,347.65,4.63
34,414.77,11.87
35,626.39,7.52
36,853.67,18.33
37,485.38,6.87
38,783.46,10.35
39,1151.94,19.73
40,718.54,10.75
41,956.09,19.33
42,1106.35,22.98
43,415.0,5.53
44,1273.15,23.05
45,271.35,4.23
46,336.22,4.38
47,330.56,3.97
48,1567.1,29.45
49,795.42,20.57
50,1392.08,22.23
51,608.56,9.08
52,458.96,6.43
53,654.4,14.85
54,502.88,7.05
55,856.86,17.87
56,387.18,5.87
57,1479.62,19.32
58,1010.77,18.67
59,406.41,5.6
60,1202.78,28.47
61,1027.65,23.75

Pos : 1,Iter : 11,Collisions: 38
agent_id,Distance,Time
0,883.75,13.05
1,1200.91,25.87
2,1581.16,27.28
3,1342.64,30.0
4,1307.38,24.08
5,867.82,18.05
6,1043.75,13.92
7,1081.31,22.83
8,442.4,7.48
9,607.56,7.72
10,995.04,27.78
11,1577.24,34.03
12,40.28,0.48
13,775.25,17.08
14,463.89,5.57
15,1214.1,24.55
16,1078.78,16.4
17,1239.31,26.52
18,998.67,22.1
19,415.0,5.53
20,1479.21,28.68
21,1015.87,26.08
22,1613.39,27.3
23,1112.29,24.88
24,444.44,5.33
25,1299.59,21.72
26,1186.69,19.08
27,1015.32,20.88
28,991.61,28.25
29,1188.18,20.38
30,973.46,13.2
31,913.65,17.9
32,293.89,4.78
33,347.65,4.63
34,716.72,11.6
35,626.39,7.52
36,855.15,22.05
37,484.62,6.87
38,783.46,10.35
39,851.18,21.12
40,718.05,10.87
41,1028.31,31.08
42,782.02,16.52
43,415.0,5.53
44,1271.49,24.97
45,271.35,4.23
46,336.22,4.38
47,330.56,3.97
48,685.19,12.05
49,865.45,25.85
50,1395.16,21.18
51,610.42,8.65
52,458.43,6.42
53,697.21,15.9
54,502.88,7.05
55,859.2,16.27
56,387.18,5.87
57,1482.08,26.48
58,1313.38,28.75
59,406.41,5.6
60,1122.5,30.32
61,1028.98,28.38

Pos : 1,Iter : 12,Collisions: 26
agent_id,Distance,Time
0,883.17,12.75
1,901.82,17.28
2,997.35,21.72
3,1039.9,22.25
4,1613.05,34.82
5,1170.58,20.7
6,1043.75,13.92
7,1080.43,23.45
8,442.4,7.48
9,607.99,7.72
10,904.53,15.2
11,912.73,17.92
12,40.28,0.48
13,775.03,11.73
14,463.89,5.57
15,1511.2,26.4
16,1080.67,25.7
17,937.91,18.1
18,839.51,20.22
19,415.0,5.53
20,2044.17,33.3
21,1015.72,25.78
22,732.07,15.88
23,1207.33,21.67
24,444.44,5.33
25,1299.97,23.05
26,1186.69,22.78
27,1014.75,19.52
28,390.25,11.95
29,1189.03,20.68
30,971.63,13.62
31,912.6,22.85
32,293.22,4.77
33,347.65,4.63
34,716.44,11.05
35,626.39,7.52
36,856.28,17.77
37,539.0,13.17
38,783.78,15.98
39,853.63,17.55
40,719.02,10.63
41,953.82,16.82
42,781.15,11.13
43,415.0,5.53
44,1272.47,25.58
45,271.35,4.23
46,336.22,4.38
47,493.5,12.73
48,685.32,12.05
49,706.97,11.65
50,1490.37,34.02
51,608.9,8.62
52,459.28,6.82
53,616.62,15.08
54,502.88,7.05
55,860.43,16.88
56,387.18,5.87
57,1479.17,23.95
58,1312.81,23.38
59,407.05,5.63
60,823.93,18.0
61,1119.86,29.73

Pos : 1,Iter : 13,Collisions: 18
agent_id,Distance,Time
0,880.87,13.5
1,900.64,11.5
2,958.48,15.15
3,1894.6,38.87
4,1311.44,24.18
5,1169.81,16.5
6,1043.75,18.92
7,1079.99,24.22
8,442.27,8.3
9,600.96,7.95
10,1360.59,27.83
11,909.91,23.23
12,40.28,0.48
13,774.76,12.68
14,464.64,6.02
15,1209.1,21.2
16,1439.65,27.63
17,1236.48,16.38
18,838.79,17.42
19,415.0,5.53
20,1175.79,14.37
21,1316.52,25.93
22,1030.88,13.15
23,1620.94,27.22
24,444.44,5.33
25,1604.59,31.37
26,1185.23,20.35
27,1015.61,16.07
28,688.78,8.78
29,1188.18,17.15
30,970.29,24.72
31,910.77,19.6
32,294.13,4.38
33,347.65,4.63
34,715.38,10.93
35,626.39,7.52
36,853.35,14.18
37,484.52,13.17
38,784.53,16.4
39,853.97,23.22
40,718.27,10.6
41,954.37,18.12
42,780.96,11.63
43,415.0,5.53
44,1272.11,26.35
45,271.35,4.23
46,336.11,9.03
47,329.59,4.35
48,685.51,10.57
49,706.68,17.35
50,1394.15,28.47
51,608.56,13.75
52,458.87,11.12
53,589.74,8.5
54,502.14,7.07
55,860.47,17.65
56,387.18,5.87
57,1480.84,20.45
58,1010.1,24.43
59,405.62,5.75
60,822.54,13.53
61,1119.61,25.82

Pos : 1,Iter : 14,Collisions: 15
agent_id,Distance,Time
0,882.25,13.7
1,899.82,11.47
2,958.59,15.87
3,1040.93,17.32
4,1614.54,27.75
5,1169.52,15.85
6,1043.17,14.22
7,1079.99,24.22
8,441.83,7.12
9,623.61,7.72
10,1395.31,30.45
11,911.32,20.68
12,40.28,0.48
13,774.6,12.47
14,464.42,6.18
15,1210.42,25.38
16,1989.56,33.05
17,1237.65,16.53
18,839.03,23.57
19,415.0,5.53
20,1177.15,15.85
21,1016.02,26.15
22,1031.84,18.97
23,1111.32,24.07
24,444.44,5.33
25,1301.15,25.28
26,1187.25,20.03
27,1017.15,21.08
28,689.42,9.13
29,1187.92,17.85
30,969.81,19.1
31,912.98,17.85
32,293.17,4.08
33,347.65,4.63
34,716.73,10.63
35,626.39,7.52
36,853.13,14.48
37,483.94,12.55
38,1084.44,14.0
39,852.29,18.13
40,718.27,10.6
41,955.62,17.78
42,781.15,11.4
43,415.0,5.53
44,1272.11,26.35
45,271.35,4.23
46,636.54,8.37
47,329.59,4.35
48,684.38,12.33
49,707.13,17.08
50,1951.21,37.92
51,611.25,8.15
52,758.59,10.12
53,587.92,14.75
54,503.1,7.42
55,860.47,17.65
56,387.18,5.87
57,1480.2,20.15
58,1311.54,20.95
59,406.47,5.88
60,821.68,18.78
61,1119.52,25.45

Pos : 1,Iter : 15,Collisions: 10
agent_id,Distance,Time
0,882.5,18.57
1,900.32,11.38
2,1268.99,23.73
3,1040.8,17.07
4,1794.01,28.25
5,1169.13,20.65
6,1043.17,14.22
7,1081.31,22.83
8,442.43,7.22
9,599.68,7.42
10,904.61,18.92
11,911.67,14.32
12,40.28,0.48
13,774.03,13.42
14,464.96,6.33
15,1208.74,18.73
16,1078.97,21.57
17,937.24,15.2
18,838.39,24.27
19,415.0,5.53
20,877.96,12.82
21,1014.76,20.97
22,1033.05,15.78
23,1114.94,20.92
24,444.44,5.33
25,1299.59,16.38
26,1186.79,18.17
27,1016.11,21.78
28,704.44,20.03
29,1187.87,18.7
30,970.0,14.53
31,912.6,12.85
32,292.6,4.25
33,347.97,4.95
34,717.02,11.22
35,626.6,7.68
36,852.84,13.6
37,787.88,15.9
38,783.46,10.35
39,852.81,13.05
40,718.27,10.6
41,954.63,17.83
42,782.12,10.9
43,415.0,5.53
44,1271.49,24.97
45,271.35,4.23
46,636.79,9.03
47,329.59,4.35
48,684.75,12.08
49,705.24,8.95
50,1394.04,30.35
51,611.25,8.15
52,758.89,10.05
53,588.88,9.5
54,502.14,7.07
55,859.2,16.27
56,387.63,6.2
57,1480.16,25.62
58,1313.46,22.67
59,405.66,5.92
60,1402.91,23.45
61,1119.39,16.73

Pos : 1,Iter : 16,Collisions: 11
agent_id,Distance,Time
0,882.21,13.05
1,901.5,16.83
2,1031.38,17.62
3,1041.58,24.02
4,1309.33,23.42
5,1470.81,25.85
6,1043.17,14.22
7,1080.86,23.37
8,441.83,7.12
9,623.61,7.72
10,905.39,20.92
11,911.91,13.83
12,40.28,0.48
13,774.59,13.35
14,465.06,6.35
15,1209.51,19.73
16,1078.83,16.63
17,1238.28,21.83
18,839.66,15.98
19,415.0,5.53
20,1177.53,19.32
21,1051.59,24.22
22,1031.66,18.97
23,1114.11,22.43
24,444.44,5.33
25,1301.84,17.4
26,1524.58,26.98
27,1015.9,21.05
28,689.85,13.48
29,1188.22,18.67
30,969.42,15.03
31,912.98,12.85
32,293.56,4.48
33,347.97,4.95
34,716.44,11.38
35,626.18,7.68
36,852.84,18.6
37,786.68,13.17
38,784.63,12.48
39,1154.04,21.43
40,717.6,10.88
41,955.31,22.22
42,783.08,11.0
43,415.0,5.53
44,1272.44,25.5
45,271.35,4.23
46,637.86,9.47
47,329.59,4.35
48,684.33,11.85
49,705.98,9.0
50,1694.82,27.63
51,611.25,8.15
52,758.38,10.43
53,588.88,9.5
54,502.14,7.07
55,860.24,16.8
56,387.18,5.87
57,1479.27,18.5
58,1312.4,18.08
59,406.68,5.78
60,822.27,17.43
61,1119.11,17.52

Pos : 1,Iter : 17,Collisions: 18
agent_id,Distance,Time
0,882.79,12.88
1,900.75,16.78
2,1030.67,18.35
3,1041.5,25.03
4,1308.85,23.07
5,1541.88,23.45
6,1043.27,14.63
7,1081.27,23.45
8,441.83,7.12
9,623.61,7.72
10,904.53,20.82
11,910.42,13.92
12,40.28,0.48
13,774.42,13.48
14,463.89,6.03
15,1209.87,23.32
16,1078.59,21.63
17,1751.3,30.4
18,839.61,20.32
19,415.0,5.53
20,1328.99,23.72
21,1015.78,25.28
22,1033.26,15.35
23,811.75,21.2
24,445.3,5.93
25,1301.09,17.62
26,1187.08,22.2
27,1320.02,25.35
28,690.73,14.82
29,1189.59,22.0
30,968.94,20.02
31,912.6,12.85
32,293.46,4.65
33,347.97,4.95
34,717.02,11.02
35,626.6,7.68
36,1454.98,23.23
37,785.92,13.55
38,784.53,11.4
39,1153.37,21.28
40,718.36,11.05
41,956.22,22.18
42,782.98,11.05
43,415.0,5.53
44,1272.44,25.58
45,271.25,4.28
46,636.79,14.03
47,329.59,4.35
48,684.43,11.87
49,706.52,9.02
50,1390.98,22.62
51,611.25,8.15
52,759.35,21.63
53,587.92,10.13
54,502.38,7.17
55,860.24,16.88
56,387.18,5.87
57,1479.27,18.5
58,1311.83,18.12
59,406.68,5.78
60,992.81,21.53
61,1118.71,19.27

Pos : 1,Iter : 18,Collisions: 25
agent_id,Distance,Time
0,881.44,13.05
1,901.07,12.4
2,959.84,19.45
3,1343.7,30.18
4,1309.0,32.07
5,1167.53,24.33
6,1043.17,14.22
7,1080.97,21.67
8,441.83,7.12
9,599.68,7.42
10,969.83,24.97
11,1351.85,29.88
12,40.28,0.48
13,774.73,12.35
14,465.06,6.35
15,1512.19,33.67
16,1079.81,20.57
17,1758.41,33.92
18,841.25,18.72
19,415.0,5.53
20,1479.2,31.43
21,1016.23,25.15
22,1032.41,19.62
23,813.35,21.32
24,444.44,5.33
25,1301.19,22.43
26,1188.48,22.18
27,1018.13,20.2
28,690.18,15.03
29,1187.71,14.28
30,1274.15,23.95
31,912.98,12.85
32,292.79,4.48
33,347.65,4.63
34,715.77,11.4
35,625.53,7.85
36,853.61,24.43
37,786.51,13.2
38,784.53,11.4
39,852.93,13.73
40,717.0,10.88
41,1163.76,24.43
42,783.08,11.0
43,415.0,5.53
44,1272.52,23.8
45,270.96,4.83
46,636.79,9.03
47,329.59,4.35
48,684.86,10.32
49,705.98,9.0
50,1394.9,19.32
51,611.25,8.15
52,760.76,11.33
53,587.25,11.02
54,503.63,7.57
55,860.85,15.45
56,387.18,5.87
57,1479.38,18.78
58,1313.75,17.52
59,406.15,5.83
60,821.62,15.6
61,1119.58,26.48

Pos : 1,Iter : 19,Collisions: 29
agent_id,Distance,Time
0,881.54,13.13
1,1776.74,29.7
2,1422.62,20.93
3,1118.65,26.13
4,1310.48,23.35
5,1303.56,23.8
6,1043.87,13.97
7,1085.13,23.18
8,442.21,8.03
9,599.68,7.42
10,1875.53,29.32
11,912.88,23.1
12,40.28,0.48
13,774.25,17.53
14,764.73,14.77
15,1514.2,23.45
16,1080.12,20.78
17,938.23,13.93
18,840.28,20.2
19,414.04,10.97
20,876.99,12.5
21,1016.2,20.13
22,1266.01,19.45
23,1114.23,19.15
24,444.44,5.33
25,1300.85,27.92
26,1489.63,21.85
27,1839.43,33.8
28,691.13,24.28
29,1453.49,25.87
30,1576.87,27.45
31,911.78,13.5
32,293.27,4.63
33,347.97,4.95
34,716.35,10.83
35,626.6,7.68
36,853.24,22.12
37,786.15,17.0
38,784.53,11.4
39,1153.94,21.33
40,717.25,11.75
41,1210.98,30.05
42,782.81,11.35
43,415.0,5.53
44,1549.69,26.0
45,271.25,4.62
46,636.79,9.03
47,329.59,4.35
48,683.91,15.73
49,705.98,15.13
50,1394.9,19.52
51,611.25,8.15
52,760.64,14.07
53,588.15,22.25
54,503.42,7.53
55,1351.56,22.58
56,388.24,6.68
57,1479.7,18.83
58,1313.85,23.33
59,406.62,5.3
60,823.7,17.27
61,1118.6,28.0

Pos : 1,Iter : 20,Collisions: 12
agent_id,Distance,Time
0,881.83,18.78
1,901.15,12.65
2,958.56,13.88
3,1038.22,17.43
4,1309.84,18.0
5,1167.1,20.33
6,1042.4,15.22
7,1080.81,23.18
8,442.21,8.03
9,599.68,7.42
10,903.06,21.28
11,910.84,15.95
12,40.28,0.48
13,775.58,11.43
14,464.21,5.88
15,1210.99,23.0
16,1076.79,22.85
17,937.14,14.2
18,1443.16,26.37
19,415.0,5.53
20,876.99,11.63
21,1013.37,19.52
22,1032.03,15.42
23,813.57,10.95
24,444.66,5.77
25,1298.97,23.63
26,1566.91,28.17
27,1014.8,21.68
28,990.71,13.02
29,1191.65,22.95
30,970.97,19.93
31,912.98,12.85
32,293.27,4.63
33,347.65,4.63
34,716.75,18.15
35,626.39,7.52
36,1460.44,25.17
37,786.11,13.27
38,784.7,12.78
39,854.37,12.92
40,717.02,15.75
41,954.73,22.42
42,782.4,11.95
43,415.0,5.53
44,1271.55,25.32
45,271.25,4.62
46,637.07,8.25
47,329.59,4.35
48,684.55,15.78
49,1006.86,14.57
50,1426.73,21.45
51,611.25,8.15
52,761.59,14.08
53,587.45,9.7
54,502.88,12.62
55,859.94,16.62
56,388.24,6.68
57,1478.74,18.15
58,1312.79,17.62
59,405.56,4.87
60,1150.14,22.17
61,1118.37,19.27

Pos : 1,Iter : 21,Collisions: 16
agent_id,Distance,Time
0,1195.09,18.8
1,900.33,12.87
2,1765.46,34.03
3,1039.76,17.55
4,1308.7,23.97
5,1421.82,31.13
6,1042.88,19.37
7,1081.32,22.28
8,442.21,8.03
9,599.68,7.42
10,1206.25,24.65
11,1038.15,25.15
12,40.28,0.48
13,775.48,10.88
14,464.85,11.38
15,1208.44,15.92
16,1079.61,30.65
17,937.35,14.23
18,1141.55,29.28
19,415.0,5.53
20,875.6,11.62
21,1012.9,23.78
22,1032.26,15.35
23,814.74,11.72
24,444.94,6.12
25,1472.56,21.72
26,1264.94,20.45
27,1016.96,26.8
28,989.22,14.0
29,1190.09,16.75
30,970.21,16.08
31,912.6,12.85
32,293.17,4.08
33,347.65,4.63
34,717.29,11.28
35,626.39,7.52
36,1007.97,27.95
37,786.25,16.42
38,784.8,17.67
39,854.52,13.0
40,1173.4,18.62
41,954.99,15.38
42,1081.11,18.43
43,415.0,5.53
44,1271.5,24.42
45,271.25,4.62
46,637.07,8.25
47,329.59,4.35
48,686.43,10.32
49,1063.49,22.53
50,1484.16,27.55
51,611.25,8.15
52,758.87,9.52
53,588.55,9.72
54,502.67,16.95
55,859.58,15.72
56,388.24,6.68
57,1480.88,18.82
58,1310.9,19.47
59,405.56,4.87
60,821.7,13.33
61,1118.11,19.93

Pos : 1,Iter : 22,Collisions: 9
agent_id,Distance,Time
0,882.59,16.3
1,1154.2,17.55
2,958.05,16.88
3,1040.38,17.12
4,1307.6,18.95
5,1170.05,22.23
6,1042.04,15.6
7,1080.7,23.15
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,1213.85,29.07
12,40.28,0.48
13,774.77,11.85
14,464.21,5.88
15,1210.63,19.45
16,1078.64,23.27
17,1239.43,24.9
18,1142.01,18.72
19,415.0,5.53
20,1481.08,21.5
21,1014.91,25.73
22,1031.84,14.17
23,813.09,17.67
24,444.94,6.12
25,1302.26,19.33
26,1188.26,18.28
27,713.98,11.45
28,990.39,14.05
29,1189.74,21.33
30,969.63,17.45
31,912.98,12.85
32,293.17,4.08
33,347.65,4.63
34,716.46,11.38
35,626.39,7.52
36,853.57,18.22
37,786.12,13.18
38,783.46,10.35
39,1154.91,21.67
40,718.03,10.92
41,954.69,20.77
42,780.48,17.48
43,415.0,5.53
44,1272.33,25.28
45,271.25,4.62
46,637.07,8.25
47,329.59,4.35
48,685.12,11.47
49,1006.01,15.02
50,1394.72,21.4
51,611.25,8.15
52,759.39,9.97
53,588.96,9.13
54,502.46,7.05
55,860.73,16.58
56,388.24,6.68
57,1479.81,19.78
58,1311.96,24.85
59,405.56,4.87
60,822.69,12.55
61,1118.93,19.65

Pos : 1,Iter : 23,Collisions: 9
agent_id,Distance,Time
0,1367.0,21.87
1,900.69,12.88
2,958.9,20.95
3,1040.38,18.4
4,1308.1,19.47
5,1168.34,18.58
6,1042.79,14.62
7,1080.7,23.15
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,1025.89,18.15
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1208.9,16.27
16,1079.81,25.43
17,937.56,14.13
18,1143.28,19.07
19,415.0,5.53
20,875.6,11.62
21,1013.81,23.88
22,1032.44,14.97
23,1395.4,28.87
24,444.83,6.02
25,1299.91,16.9
26,1188.12,17.6
27,714.23,12.27
28,1058.52,20.15
29,1188.09,17.2
30,990.16,20.93
31,911.15,19.47
32,293.17,4.08
33,347.65,4.63
34,716.56,11.47
35,626.39,7.52
36,554.51,10.7
37,786.12,13.18
38,784.21,16.0
39,852.91,13.18
40,718.03,10.92
41,955.26,16.17
42,1081.69,16.57
43,415.0,5.53
44,1272.33,25.28
45,271.25,4.62
46,637.07,8.25
47,632.59,10.22
48,684.29,8.48
49,1306.22,22.13
50,1394.16,26.35
51,611.25,8.15
52,759.4,9.93
53,588.94,8.75
54,502.46,7.05
55,860.73,16.58
56,388.24,6.68
57,1481.94,21.52
58,1311.83,24.45
59,405.56,4.87
60,822.38,13.75
61,1118.42,20.48

Pos : 1,Iter : 24,Collisions: 6
agent_id,Distance,Time
0,1366.12,21.85
1,900.26,12.88
2,960.14,20.33
3,1039.52,18.38
4,1309.36,18.92
5,1168.34,18.58
6,1042.79,14.62
7,1081.06,23.18
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,1112.43,20.23
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1208.9,16.27
16,1077.42,27.52
17,937.99,14.13
18,1143.28,19.07
19,415.0,5.53
20,876.99,11.63
21,1013.6,23.77
22,1032.44,14.97
23,1996.4,31.08
24,445.05,6.08
25,1299.91,16.9
26,1188.12,17.6
27,714.23,12.27
28,1034.27,20.15
29,1187.98,16.45
30,1297.01,24.85
31,1214.33,16.55
32,293.17,4.08
33,347.65,4.63
34,716.66,11.42
35,626.39,7.52
36,554.51,10.7
37,786.35,13.23
38,783.46,10.35
39,852.91,13.18
40,717.64,10.92
41,955.26,16.17
42,1081.88,16.8
43,415.0,5.53
44,1271.83,25.32
45,271.13,4.73
46,637.07,8.25
47,330.56,3.97
48,684.29,8.48
49,1610.88,29.33
50,1395.29,25.68
51,611.25,8.15
52,759.4,9.93
53,588.56,8.75
54,502.2,7.75
55,860.22,16.62
56,388.24,6.68
57,1480.03,20.98
58,1314.93,26.45
59,405.56,4.87
60,822.38,13.75
61,1118.42,20.48

Pos : 1,Iter : 25,Collisions: 7
agent_id,Distance,Time
0,1185.25,17.78
1,900.69,12.88
2,958.16,20.25
3,1040.38,18.4
4,1309.81,22.83
5,1166.45,19.27
6,1042.79,14.62
7,1081.06,23.18
8,442.21,8.03
9,599.68,7.42
10,301.31,5.52
11,916.18,22.0
12,40.28,0.48
13,775.25,11.33
14,464.21,5.88
15,1208.9,16.27
16,1079.82,22.6
17,938.1,14.22
18,1143.28,19.07
19,415.0,5.53
20,875.6,11.62
21,1014.1,23.48
22,1032.44,14.97
23,816.82,15.58
24,445.05,6.08
25,1300.01,17.08
26,1188.12,17.6
27,714.23,12.27
28,1005.32,13.72
29,1187.98,16.45
30,968.89,21.67
31,1213.94,16.35
32,293.17,4.08
33,347.65,4.63
34,717.14,11.37
35,626.39,7.52
36,554.51,10.7
37,786.35,13.23
